"","Tcm_ctr1","Tcm_ctr2","Tcm_ctr3","Tem_ctr1","Tem_ctr2","Tem_ctr3","Tcm_irr1","Tcm_irr2","Tcm_irr3","Tem_irr1","Tem_irr2","Tem_irr3"
"Gm29684",0,4,0,0,0,0,0,0,0,0,0,0
"Socs2",401,302,266,150,580,682,1930,1999,1893,2606,3236,3160
"2310039L15Rik",0,5,0,0,0,0,0,2,0,0,0,0
"Mrpl42",3984,3542,4517,5506,4410,3932,4868,4442,4740,3422,5688,5102
"Ube2n",5509,5144,5009,6228,5673,6720,6014,6029,5639,4519,8740,7164
"Mir3058",0,0,0,0,6,0,0,0,0,0,0,0
"4930459C07Rik",0,0,0,0,0,29,0,0,0,0,0,0
"Btg1",53087,55520,40087,44102,33785,35014,39530,41520,45523,36573,31375,36826
"4930556N09Rik",0,0,0,0,0,0,0,0,14,0,0,0
"Lum",0,0,0,0,0,0,0,30,0,0,112,0
